"urlDrugName","rating","effectiveness","sideEffects","condition","benefitsReview","sideEffectsReview","sideEffectsNumber","effectivenessNumber","weightedRating","ratingLabel","sideEffectsInverse","benefits_preprocesado","effects_preprocesado"
"enablex",1,"Ineffective","No Side Effects","bladder control","There were no benefits. Over-active bladder continued as is.","No side effects.",1,1,4,0,5,"benefit overact bladder continu","side effect"
"propecia",8,"Moderately Effective","No Side Effects","hair loss","I found that the Propecia did seem to counteract my hair loss. However, it did not do much for the hair I had already lost. I've been taking it for three years now and I have not seen any more receding, and my hair seems thicker than it used to be.","They say that a major side effect could be impotence and a loss of sexual desire, but I did not experience either of those. Other than that, I can not really think of any other side effects I have experienced with Propecia over the last three years.",1,3,8,1,5,"found propecia seem counteract hair loss howev much hair alreadi lost ive take three year now seen reced hair seem thicker use","say major side effect impot loss sexual desir experi either can realli think side effect experienc propecia last three year"
"effexor-xr",3,"Marginally Effective","Severe Side Effects","depression","Instead of curing my depression, this drug made me feel completely flat.","Besides the extreme flatness, there were not many at time of treatment; however, I had severe cramps and diarrhea getting off of it",4,2,4,0,2,"instead cure depress drug made feel complet flat","besid extrem flat mani time treatment howev sever cramp diarrhea get"
"galzin",3,"Moderately Effective","Severe Side Effects","wilson diseaes","My daughter and I both suffer from Wilson Disease, we had taken Galzin for more than five years.  But my daughter had especially bad stomach nausea and vomitting.  We had made the switch over to Gluzin for a year now, and she no longer has any upset stomach.","Galzin has bad GI effects, upset stomach, vomitting, and LONG wait before and after meals.",4,3,6,0,2,"daughter suffer wilson diseas taken galzin five year daughter especi bad stomach nausea vomit made switch gluzin year now longer upset stomach","galzin bad gi effect upset stomach vomit long wait meal"
"dicyclomine",7,"Moderately Effective","Mild Side Effects","ibs","helps with ibs-c","slightly ""drugged"" feeling, went away after a few days",2,3,6,1,4,"help ibsc","slight drug feel went away day"
"prozac",9,"Considerably Effective","Mild Side Effects","ocd","Patient expressed decrease in compulsory acts and a general improvement in mental stability. Also to note, patient showed a general improvement in social and educational functions as expressed in an academic report.","Increased insomnia with a decrease in appetite, as common with this medication.",2,4,8,1,4,"patient express decreas compulsori act general improv mental stabil also note patient show general improv social educ function express academ report","increas insomnia decreas appetit common medic"
"adipex-p",9,"Considerably Effective","Mild Side Effects","appetite suppression","decrease in appetite and increase in energy","dry mouth, decreased sleep",2,4,8,1,4,"decreas appetit increas energi","dri mouth decreas sleep"
"xanax",8,"Considerably Effective","Mild Side Effects","insomnia","I used it for sleep aid as ambien or lunesta never worked for me. I took a half a pill before bed and put me right to sleep. Never had any crazy dreams or sleep-walking episodes. Worked great as a sleep aid.","Sometimes felt a little tired in morning, sometimes groggy. But nothing a latte can't fix.",2,4,8,1,4,"use sleep aid ambien lunesta never work took half pill bed put right sleep never crazi dream sleepwalk episod work great sleep aid","sometim felt littl tire morn sometim groggi noth latt cant fix"
"prozac",8,"Considerably Effective","Mild Side Effects","depression","Taking Prozac has helped me to live a normal life. I was having a serious bout of depression when I first started taking Prozac, and the drug lifted the symptoms of extreme hopelessness and racing negative thoughts. I've tried to go off the medication but whenever I do, negative thoughts and the resulting emotions return. When I resume taking Prozac, the symptoms subside. The medicine allows me to challenge thoughts rather than react to them.","I have problems sleeping--not falling asleep but staying asleep. I sometimes feel nervous (that is, nervous energy, not anxiety). I'd also say that Prozac can make me feel numb, but it's better than being severely depressed. Overall, the side effects aren't bad enough for me to stop treatment or look for another medication.",2,4,8,1,4,"take prozac help live normal life serious bout depress first start take prozac drug lift symptom extrem hopeless race negat thought ive tri go medic whenev negat thought result emot return resum take prozac symptom subsid medicin allow challeng thought rather react","problem sleepingnot fall asleep stay asleep sometim feel nervous nervous energi anxieti id also say prozac can make feel numb better sever depress overal side effect arent bad enough stop treatment look anoth medic"
"deltasone",10,"Highly Effective","No Side Effects","severe poison ivy all over face","it cleared away my face from poison ivy basically over night.","there were no side effects.",1,5,10,1,5,"clear away face poison ivi basic night","side effect"
"aldactone",10,"Highly Effective","No Side Effects","adult acne","Results were almost immediate. My mild cystic acne went away just after taking the pills for a week. Two months later, it's still gone.","I felt a little light-headed for the first 2-3 days. Otherwise, none.",1,5,10,1,5,"result almost immedi mild cystic acn went away just take pill week two month later still gone","felt littl lighthead first 23 day otherwis none"
"septra",5,"Highly Effective","Mild Side Effects","prevention of pcp pneumonia while on chemo","The baby did not contract PCP pneumonia. However, he was most likely never exposed to it either. Its effectiveness then is unknown.","Baby had a facial rash during the use of this drug. Other possible side effects are yet unknown as he has only recently discontinued use. Rash has yet to clear up after one week off the drug. The rash may not be an actual side effect of the drug, though it has been shown in studies to be.",2,5,10,1,4,"babi contract pcp pneumonia howev like never expos either effect unknown","babi facial rash use drug possibl side effect yet unknown recent discontinu use rash yet clear one week drug rash may actual side effect drug though shown studi"
"prozac",10,"Considerably Effective","No Side Effects","depression","better able to handle everyday situations without spikes in temper


I usually woke up between 3-5 times a night. With the Prozac my sleep was less interrupted. 


I also had less stretches of times when I felt depressed and just wanted to sleep to get thru another day. All in all the Prozac helped me to rationally look at my life and make decisions. My outlook brightened.","none",1,4,8,1,5,"better abl handl everyday situat without spike temper usual woke 35 time night prozac sleep less interrupt also less stretch time felt depress just want sleep get thru anoth day prozac help ration look life make decis outlook brighten","none"
